a_1|a|indefinite article|A1|used before countable or singular nouns referring to people or things that have not already been mentioned|/ə/|/ə/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/a__/a__gb/a__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/a__/a__us/a__us_2_rr.mp3|a man/horse/unit;an aunt/egg/hour/X-ray;I can only carry two at a time.;There's a visitor for you.;She's a friend of my father's (= one of my father's friends).|https://www.oxfordlearnersdictionaries.com/definition/english/a_1
fan_1|fan|noun|A2|a person who admires somebody/something or enjoys watching or listening to somebody/something very much|/fæn/|/fæn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fan/fan__/fan__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fan/fan__/fan__us_1.mp3|sports/music fans;Movie fans will be familiar with his work already.;Crowds of football fans filled the streets.;I like his films, but I wouldn't say I'm a diehard fan (= one who strongly admires somebody/something in all circumstances).; fan of somebody/something I'm a big fan of her books.;I'm a huge fan of Rihanna.;I'm not a great fan of bushy beards (= I don't like them).|https://www.oxfordlearnersdictionaries.com/definition/english/fan_1
fancy_2|fancy|adjective|B1|unusually complicated, often in an unnecessary way; intended to impress other people|/ˈfænsi/|/ˈfænsi/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fan/fancy/fancy__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fan/fancy/fancy__us_2.mp3|a kitchen full of fancy gadgets;They added a lot of fancy footwork to the dance.;He's always using fancy legal words.|https://www.oxfordlearnersdictionaries.com/definition/english/fancy_2
fancy_1|fancy|verb|B1|to want something or want to do something|/ˈfænsi/|/ˈfænsi/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fan/fancy/fancy__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fan/fancy/fancy__us_2.mp3| fancy something Fancy a drink?;I fancied a change of scene.;She didn't fancy (= did not like) the idea of going home in the dark.; fancy doing something Do you fancy going out this evening?|https://www.oxfordlearnersdictionaries.com/definition/english/fancy_1
fantastic|fantastic|adjective|A1|extremely good; excellent|/fænˈtæstɪk/|/fænˈtæstɪk/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fan/fanta/fantastic__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fan/fanta/fantastic__us_2.mp3|He's done a fantastic job.;This was a fantastic opportunity for students.;You look fantastic!;It was a fantastic achievement.;The weather was absolutely fantastic.;You've got the job? Fantastic!; it is fantastic to do something It was fantastic to see so many families enjoying themselves.|https://www.oxfordlearnersdictionaries.com/definition/english/fantastic
far_2|far|adjective|B1|at a greater distance away from you|/fɑː(r)/|/fɑːr/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/far__/far__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/far/far__/far__us_1.mp3|I saw her on the far side of the road.;at the far end of the room;They made for an empty table in the far corner.;His shot was just inches wide of the far post (= of the goal). ;The sun slid behind the purple mountains in the far distance.|https://www.oxfordlearnersdictionaries.com/definition/english/far_2
far_1|far|adverb|A1|a long distance away|/fɑː(r)/|/fɑːr/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/far__/far__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/far/far__/far__us_1.mp3|We didn't go far.;Have you come far?;It's not far to the beach.;There's not far to go now.;It's too far to walk.; + adv./prep. The restaurant is not far from here.;countries as far apart as Japan and Brazil;He looked down at the traffic far below.;Far away in the distance, a train whistled.;The farther north they went, the colder it became.;a concert of music from near and far; (figurative) Legends are usually far removed from the reality. |https://www.oxfordlearnersdictionaries.com/definition/english/far_1
farm_1|farm|noun|A1|an area of land, and the buildings on it, used for growing crops and/or keeping animals|/fɑːm/|/fɑːrm/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/farm_/farm__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/far/farm_/farm__us_1.mp3|a 200-hectare farm;a dairy farm;an organic farm;a pig/sheep/poultry farm;He runs the farm on his own.; on a farm to live on a farm;She works on the family farm.; at a farm At harvest time they helped out at the farm.;a farm worker/labourer;farm animals;farm buildings/machinery;farm income/subsidies; (North American English) a farm family|https://www.oxfordlearnersdictionaries.com/definition/english/farm_1
farm_2|farm|verb|A2|to use land for growing crops and/or keeping animals|/fɑːm/|/fɑːrm/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/farm_/farm__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/far/farm_/farm__us_1.mp3|The family has farmed in Kent for over two hundred years.; farm something They farm dairy cattle.;He farmed 200 acres of prime arable land.;They only buy organically farmed produce.|https://www.oxfordlearnersdictionaries.com/definition/english/farm_2
farmer|farmer|noun|A1|a person who owns or manages a farm|/ˈfɑːmə(r)/|/ˈfɑːrmər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/farme/farmer__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/far/farme/farmer__us_2.mp3|My parents are dairy farmers.;The land is owned by a local farmer.;A lot of conventional farmers have converted to organic.;a new plan to help smallholder farmers;Settlers were primarily subsistence farmers.|https://www.oxfordlearnersdictionaries.com/definition/english/farmer
farming|farming|noun|A2|the business of managing or working on a farm|/ˈfɑːmɪŋ/|/ˈfɑːrmɪŋ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/farmi/farming__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/far/farmi/farming__us_3.mp3|to take up farming;organic farming;sheep/fish/salmon farming;modern farming methods;a farming community;the British farming industry|https://www.oxfordlearnersdictionaries.com/definition/english/farming
fascinating|fascinating|adjective|B1|extremely interesting and attractive|/ˈfæsɪneɪtɪŋ/|/ˈfæsɪneɪtɪŋ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fas/fasci/fascinating__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fas/fasci/fascinating__us_3.mp3|a fascinating story;a fascinating subject/article/account;Her letters offer a fascinating insight into early Victorian family life.;The book provides a fascinating glimpse into Moroccan life.;The results of the survey made fascinating reading.;I fail to see what women find so fascinating about him.;Your trip to Alaska sounds absolutely fascinating.; fascinating to do His performance is fascinating to watch.; it is fascinating to do something It's fascinating to see how different people approach the problem.; fascinating to somebody Animal behaviour is fascinating to most people.; it is fascinating that… It is fascinating that the bacteria can survive these extremely harsh conditions.|https://www.oxfordlearnersdictionaries.com/definition/english/fascinating
fashion_1|fashion|noun|A2|a popular style of clothes, hair, etc. at a particular time or place; the state of being popular|/ˈfæʃn/|/ˈfæʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fas/fashi/fashion__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fas/fashi/fashion__us_2.mp3|the latest fashion trends;the new season’s fashions; in fashion Jeans are always in fashion.;Long skirts have come into fashion again.;Some styles never go out of fashion.|https://www.oxfordlearnersdictionaries.com/definition/english/fashion_1
fashionable|fashionable|adjective|B1|following a style that is popular at a particular time|/ˈfæʃnəbl/|/ˈfæʃnəbl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fas/fashi/fashionable__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fas/fashi/fashionable__us_3.mp3|fashionable clothes/ideas/styles;He was laughed at by his more fashionable friends.; it is fashionable to do something It's becoming fashionable to have long hair again.; fashionable among somebody Such thinking is currently fashionable among right-wing politicians.|https://www.oxfordlearnersdictionaries.com/definition/english/fashionable
fast_1|fast|adjective|A1|moving or able to move quickly|/fɑːst/|/fæst/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fas/fast_/fast__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fas/fast_/fast__us_1.mp3|a fast car/horse;He's just become the world's fastest runner.|https://www.oxfordlearnersdictionaries.com/definition/english/fast_1
fast_2|fast|adverb|A1|quickly|/fɑːst/|/fæst/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fas/fast_/fast__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fas/fast_/fast__us_1.mp3|Don't drive so fast!;How fast were you going?;I can't go any faster.;The water was rising fast.;Her heart beat faster.; (formal) Night was fast approaching.;He came round the corner blindingly fast.;By a few easy steps you can make your PC run faster. |https://www.oxfordlearnersdictionaries.com/definition/english/fast_2
fasten|fasten|verb|B1|to close or join together the two parts of something; to become closed or joined together|/ˈfɑːsn/|/ˈfæsn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fas/faste/fasten__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fas/faste/fasten__us_2.mp3| fasten something Fasten your seat belts, please.;Emma shivered and fastened the top button of her coat. ;fasten something up He fastened up his coat and hurried out.; fasten (something) with something The garment is fastened with a sash. ;fasten + adv./prep. The dress fastens at the back.;a short yellow skirt which fastens up the side. ;The gown fastens down the front with Velcro. |https://www.oxfordlearnersdictionaries.com/definition/english/fasten
fat_1|fat|adjective|A1|having too much flesh on it and weighing too much|/fæt/|/fæt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fat/fat__/fat__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fat/fat__/fat__us_1.mp3|a big fat man/woman;You'll get fat if you eat so much chocolate.;He grew fatter and fatter.;I was ashamed of my fat flabby legs.|https://www.oxfordlearnersdictionaries.com/definition/english/fat_1
fat_2|fat|noun|A2|a white or yellow substance in the bodies of animals and humans, stored under the skin|/fæt/|/fæt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fat/fat__/fat__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fat/fat__/fat__us_1.mp3|excess body fat;This ham has too much fat on it.;Exercise helps you burn off excess fat.|https://www.oxfordlearnersdictionaries.com/definition/english/fat_2
father_1|father|noun|A1|a male parent of a child or an animal; a person who is acting as the father to a child|/ˈfɑːðə(r)/|/ˈfɑːðər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fat/fathe/father__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fat/fathe/father__us_2.mp3|My father died in 2017.;Ben's a wonderful father.;Our new boss is a father of three (= he has three children).; father to somebody You've been like a father to me.;He was a wonderful father to both his natural and adopted children.;I never met my biological father. ;(old-fashioned) Father, I cannot lie to you.|https://www.oxfordlearnersdictionaries.com/definition/english/father_1
fault_1|fault|noun|B2|the responsibility for something wrong that has happened or been done|/fɔːlt/|/fɔːlt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fau/fault/fault__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fau/fault/fault__us_4.mp3|Why should I say sorry when it's not my fault?;It's nobody's fault.;He believes that the product’s poor image is partly the fault of the press.; fault (that)… It was his fault that we were late.; fault for doing something It's your own fault for being careless.; fault for something He would not admit fault for the collision.; at fault I think the owners are at fault (= responsible) for not warning us.;Many people live in poverty through no fault of their own.|https://www.oxfordlearnersdictionaries.com/definition/english/fault_1
favour_1|favour|noun|B1|a thing that you do to help somebody|/ˈfeɪvə(r)/|/ˈfeɪvər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fav/favou/favour__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fav/favou/favour__us_2.mp3|Could you do me a favour and pick up Sam from school today?;Can I ask a favour?;I would never ask for any favours from her.;I'll ask Steve to take it. He owes me a favour.;Thanks for helping me out. I'll return the favour (= help you because you have helped me) some time.; as a favour (to somebody) I'm going as a favour to Ann, not because I want to.;Do yourself a favour (= help yourself) and wear a helmet on the bike.|https://www.oxfordlearnersdictionaries.com/definition/english/favour_1
favour_2|favour|verb|B2|to prefer one system, plan, way of doing something, etc. to another|/ˈfeɪvə(r)/|/ˈfeɪvər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fav/favou/favour__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fav/favou/favour__us_2.mp3| favour something Many countries favour a presidential system of government.;It’s a resort favoured by families with young children.;Another solution, which I strongly favour, is lower taxes for everyone. ;With make-up I favour a minimalist approach.; favour something over something She favours hugs over handshakes. ;favour doing something Most patients favour seeing the same GP for all their health needs.|https://www.oxfordlearnersdictionaries.com/definition/english/favour_2
favourite_2|favourite|adjective|A1|liked more than others of the same kind|/ˈfeɪvərɪt/|/ˈfeɪvərɪt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fav/favou/favourite__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fav/favou/favourite__us_2_rr.mp3|It's one of my favourite movies.;What is your all-time favourite song?;Who is your favourite writer?;January is my least favourite month.|https://www.oxfordlearnersdictionaries.com/definition/english/favourite_2
favourite_3|favourite|noun|A1|a person or thing that you like more than the others of the same type|/ˈfeɪvərɪt/|/ˈfeɪvərɪt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fav/favou/favourite__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fav/favou/favourite__us_2_rr.mp3|Which one's your favourite?;The band played all my old favourites.;One of my personal favourites is a movie that should please every age group.; favourite of somebody's This song is a particular favourite of mine.; favourite with somebody The programme has become a firm favourite with young people.;These biscuits are great favourites with the children.|https://www.oxfordlearnersdictionaries.com/definition/english/favourite_3
fear_1|fear|noun|A2|the bad feeling that you have when you are in danger or when a particular thing frightens you|/fɪə(r)/|/fɪr/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fea/fear_/fear__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fea/fear_/fear__us_1.mp3|Her eyes showed no fear.;The child was shaking with fear.;I suddenly felt gripped by fear.;She nearly went crazy with fear and anxiety.;The attacks created a climate of fear.;Terror attacks are a tool to instil fear in the public.;He managed to overcome his fears.; fear of somebody/something Fear of crime can affect people's lives.; in fear of somebody/something We lived in constant fear of losing our jobs.; without fear of somebody/something Women should be able to work without fear of harassment.|https://www.oxfordlearnersdictionaries.com/definition/english/fear_1
fear_2|fear|verb|B1|to be frightened of somebody/something or frightened of doing something|/fɪə(r)/|/fɪr/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fea/fear_/fear__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fea/fear_/fear__us_1.mp3| fear somebody/something All his employees fear him.;They have reason to fear the police.;to fear death/persecution/the unknown;Everyone feared the coming war.;propaganda designed to make us hate and fear the enemy;Don't worry, you have nothing to fear from us.; fear to do something (formal) She feared to tell him the truth.; fear doing something (formal) She feared going out at night.|https://www.oxfordlearnersdictionaries.com/definition/english/fear_2
feather_1|feather|noun|B2|one of the many soft light parts covering a bird’s body|/ˈfeðə(r)/|/ˈfeðər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fea/feath/feather__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fea/feath/feather__us_2.mp3|a peacock feather;tail/flight/wing feathers;a feather pillow (= one containing feathers)|https://www.oxfordlearnersdictionaries.com/definition/english/feather_1
feature_1|feature|noun|A2|something important, interesting or typical of a place or thing|/ˈfiːtʃə(r)/|/ˈfiːtʃər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fea/featu/feature__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fea/featu/feature__us_2.mp3|An interesting feature of the city is the old market.;geographical features;Teamwork is a key feature of the training programme.;I've added some new features to my website.;new safety/security features;There are a number of special features included on the disc.;The main bonus feature on the DVD is a lengthy interview with the director. ;The most distinctive feature of this track is the trumpet sound.;The one redeeming feature (= good thing about it) of the plan was its low cost.|https://www.oxfordlearnersdictionaries.com/definition/english/feature_1
feature_2|feature|verb|B1|to include a particular person or thing as a special feature|/ˈfiːtʃə(r)/|/ˈfiːtʃər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fea/featu/feature__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fea/featu/feature__us_2.mp3| feature somebody/something as somebody/something The film features Cary Grant as a professor.; feature somebody/something The latest model features alloy wheels and an electronic alarm.;a new Star Wars movie featuring the original actors; be featured in/on something The actress was featured on the cover of Time magazine last month. ;Many of the hotels featured in the brochure offer special deals for weekend breaks.|https://www.oxfordlearnersdictionaries.com/definition/english/feature_2
february|February|noun|A1|the 2nd month of the year, between January and March|/ˈfebruəri/|/ˈfebrueri/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/feb/febru/february__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/feb/febru/february__us_1_rr.mp3|She was born in February.; (British English) The meeting is on the fifth of February/February the fifth.; (North American English) The meeting is on February fifth.;We went to Japan last February.;I arrived at the end of February.;last February's election;It was a cold February morning.|https://www.oxfordlearnersdictionaries.com/definition/english/february
fee|fee|noun|B2|an amount of money that you pay for professional advice or services|/fiː/|/fiː/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/fee__/fee__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/fee__/fee__us_1.mp3|Employees are reimbursed for any legal fees incurred when they relocate.;fee-paying schools (= that you have to pay to go to);The school fees are expected to rise again next year. ;Students take out loans to cover tuition fees. ;fee for something Customers pay an annual fee for the service.; fee for doing something Does the bank charge a fee for setting up the account?; for a fee Users can block ads for a small monthly fee.|https://www.oxfordlearnersdictionaries.com/definition/english/fee
feed_2|feed|noun|B2|a meal of milk for a young baby; a meal for an animal|/fiːd/|/fiːd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/feed_/feed__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/feed_/feed__us_1.mp3|her morning feed|https://www.oxfordlearnersdictionaries.com/definition/english/feed_2
feed_1|feed|verb|A2|to give food to a person or an animal|/fiːd/|/fiːd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/feed_/feed__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/feed_/feed__us_1.mp3| feed somebody/something/yourself Have you fed the cat yet?;The baby can't feed itself yet (= can't put food into its own mouth).; feed somebody/something sth It's important to feed children a well-balanced diet. ;He has to be fed liquids through a tube in his stomach. ;feed somebody/something (on) something The cattle are fed (on) barley.; feed something to somebody/something The barley is fed to the cattle.; feed somebody/something with something The animals are fed with hay and grass.|https://www.oxfordlearnersdictionaries.com/definition/english/feed_1
feedback|feedback|noun|B2|advice, criticism or information about how good or useful something or somebody’s work is|/ˈfiːdbæk/|/ˈfiːdbæk/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/feedb/feedback__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/feedb/feedback__us_2.mp3|customer/user feedback;to provide/give feedback;to receive/get feedback; feedback on something I'd appreciate some feedback on my work.;The teacher will give you feedback on the test.; feedback about something I've heard loads of good feedback about this site. ;feedback from somebody We need both positive and negative feedback from our customers.|https://www.oxfordlearnersdictionaries.com/definition/english/feedback
feeding|feeding|noun|D|the act of giving food to a person, an animal or a plant|/ˈfiːdɪŋ/|/ˈfiːdɪŋ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/feedi/feeding__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/feedi/feeding__us_1.mp3|breast/bottle feeding;The cubs' feeding time at the zoo is 2 p.m.|https://www.oxfordlearnersdictionaries.com/definition/english/feeding
feel_2|feel|noun|B2|the feeling you get when you touch something or are touched|/fiːl/|/fiːl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/feel_/feel__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/feel_/feel__us_1.mp3|You can tell it's silk by the feel.;The model has the look and feel of wood.;She loved the feel of the sun on her skin.|https://www.oxfordlearnersdictionaries.com/definition/english/feel_2
feel_1|feel|verb|A1|to experience a particular feeling or emotion|/fiːl/|/fiːl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/feel_/feel__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/feel_/feel__us_1.mp3| + adj. The bus ride made me feel sick.;Are you feeling comfortable?;She sounded more confident than she felt.;I was feeling guilty.;You'll feel better after a good night's sleep.;I feel sorry for him.;I feel bad about leaving you like this.;She felt betrayed.; + adv./prep. How are you feeling today?;I know exactly how you feel (= I feel sympathy for you).;We all felt the same way.;Luckily I was feeling in a good mood.; feel something I felt the need to explain.;I felt a sense of relief.; feel like something I felt like a complete idiot.;She made me feel like a child by doing everything for me.; feel as if/though… I feel as if nobody cares.;She felt as though she was going to cry.; feel + noun to feel an idiot/a fool|https://www.oxfordlearnersdictionaries.com/definition/english/feel_1
feeling|feeling|noun|A1|something that you feel through the mind or through the senses|/ˈfiːlɪŋ/|/ˈfiːlɪŋ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/feeli/feeling__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/feeli/feeling__us_2.mp3| a feeling of something a feeling of guilt/helplessness/anger/sadness;He struggled with feelings of isolation and loneliness.;You might experience feelings of dizziness and nausea.;a strange/horrible feeling;You need to stop having these guilty feelings.;I've got a tight feeling in my stomach.; (informal) ‘I really resent the way he treated me.’ ‘I know the feeling (= I know how you feel).’;‘I'm going to miss you.’ ‘The feeling's mutual (= I feel exactly the same).’|https://www.oxfordlearnersdictionaries.com/definition/english/feeling
fellow_1|fellow|adjective|B2|used to describe somebody who is the same as you in some way, or in the same situation|/ˈfeləʊ/|/ˈfeləʊ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fel/fello/fellow__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fel/fello/fellow__us_4.mp3|fellow citizens/students;my fellow passengers on the train;From the outset of his illness, he has been driven to help fellow sufferers.;Thousands of their fellow countrymen are dead.;We sometimes appear to care more for animals than for our fellow human beings.|https://www.oxfordlearnersdictionaries.com/definition/english/fellow_1
female_1|female|adjective|A2|being a woman or a girl|/ˈfiːmeɪl/|/ˈfiːmeɪl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fem/femal/female__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fem/femal/female__us_2.mp3|a female student/employee/artist/athlete;She has written brilliant roles for strong female characters. ;a predominantly female audience ;Two of the candidates must be female.|https://www.oxfordlearnersdictionaries.com/definition/english/female_1
female_2|female|noun|A2|an animal that can lay eggs or give birth to babies; a plant that can produce fruit|/ˈfiːmeɪl/|/ˈfiːmeɪl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fem/femal/female__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fem/femal/female__us_2.mp3|One adult female can lay 400 to 500 eggs. ;Females may mate with a number of males. |https://www.oxfordlearnersdictionaries.com/definition/english/female_2
fence_1|fence|noun|B1|a structure made of wood or wire supported with posts that is put between two areas of land as a boundary, or around a garden, field, etc. to keep animals in, or to keep people and animals out|/fens/|/fens/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fen/fence/fence__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fen/fence/fence__us_1.mp3|The two women chatted over the garden fence.;Security guards with dogs patrolled the perimeter fence.;The footpath was blocked by a barbed wire fence. ;The house was surrounded by a white picket fence.|https://www.oxfordlearnersdictionaries.com/definition/english/fence_1
festival|festival|noun|A1|a series of performances of music, plays, films, etc., usually organized in the same place once a year; a series of public events connected with a particular activity or idea|/ˈfestɪvl/|/ˈfestɪvl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fes/festi/festival__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fes/festi/festival__us_2.mp3|a film/music festival;the Edinburgh Festival;the Cannes Film Festival;The pub is holding its annual beer festival later this week. ;a rock festival (= where bands perform, often outdoors and over a period of several days)|https://www.oxfordlearnersdictionaries.com/definition/english/festival
few_1|few|determiner, adjective|A1|used with plural nouns and a plural verb to mean ‘a small number’, ‘some’|/fjuː/|/fjuː/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/few/few__/few__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/few/few__/few__us_1.mp3|We've had a few replies.;I need a few things from the store.;Quite a few people are going to arrive early.;I try to visit my parents every few weeks.|https://www.oxfordlearnersdictionaries.com/definition/english/few_1
few_1|few|determiner, adjective|A1|used with plural nouns and a plural verb to mean ‘a small number’, ‘some’|/fjuː/|/fjuː/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/few/few__/few__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/few/few__/few__us_1.mp3|We've had a few replies.;I need a few things from the store.;Quite a few people are going to arrive early.;I try to visit my parents every few weeks.|https://www.oxfordlearnersdictionaries.com/definition/english/few_1
few_2|few|pronoun|A1|a small number of people, things or places; some|/fjuː/|/fjuː/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/few/few__/few__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/few/few__/few__us_1.mp3|I recognized a few of the other people.;I've seen most of his movies. Only a few are as good as his first one.;Could you give me a few more details?|https://www.oxfordlearnersdictionaries.com/definition/english/few_2
fiction|fiction|noun|A2|a type of literature that describes imaginary people and events, not real ones|/ˈfɪkʃn/|/ˈfɪkʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fic/ficti/fiction__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fic/ficti/fiction__us_2.mp3|a work of popular fiction;historical/romantic/crime fiction;to write/read fiction;a crime fiction writer|https://www.oxfordlearnersdictionaries.com/definition/english/fiction
field_1|field|noun|A2|an area of land in the country used for growing crops or keeping animals in, usually surrounded by a fence, etc.|/fiːld/|/fiːld/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fie/field/field__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fie/field/field__us_1.mp3|We had to walk across a ploughed field.; in a field We camped in a field near the village.;People were working in the fields.; field of something We saw golden fields of wheat.;He planted a field of beans.;a rice/wheat field;The house overlooks the sugar cane fields.|https://www.oxfordlearnersdictionaries.com/definition/english/field_1
fifteen|fifteen|number|A1|15|/ˌfɪfˈtiːn/|/ˌfɪfˈtiːn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fif/fifte/fifteen__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fif/fifte/fifteen__us_3.mp3|He's in the first fifteen.|https://www.oxfordlearnersdictionaries.com/definition/english/fifteen
